SYMBOL	SYMBOL_unique	geneID	annotation	factor	direction	PPC_factor	PPC_direction	ATACseq_geneID	ATACseq_factor	ATACseq_direction	CBP_factor	CBP_direction	K27ac_geneID	K27ac_factor	K27ac_direction	PROseq_Time	PROseq_Gd7	PROseq_Toll10b	PROseq_Toll9	PPC_Time	PPC_Gd7	PPC_Toll10b	PPC_Toll9	ATACseq_Time	ATACseq_Gd7	ATACseq_Toll10b	ATACseq_Toll9	CBP_Gd7	CBP_Toll10b	CBP_Toll9	K27ac_Gd7	K27ac_Toll10b	K27ac_Toll9	Enhancer_Gd7	Enhancer_Toll10b	Enhancer_Toll9	PC1	PC2	PC3	PC4
CG9650	CG9650.3	FBgn0029939	This	Gd7	Down	Time	Up	Region8196	Toll9	Up	Gd7	Down	Region5122	Gd7	Down	2.36800211482206	-3.68892785733371	2.02374476854946	2.25808077130344	2.14708357126518	-2.02797071229202	1.13934176651842	0.981355555970316	1.50988543180832	-2.57426033801473	0.276698247695114	2.95969992171816	-3.60678360212603	1.51757188910378	3.55302195557087	-4.39495403262659	0.588840733228129	3.34485192995813	-10.5759979727674	2.38311087002702	9.85757380724716	4.55403614346621	12.19463424395	-1.58806296511105	4.09012238228861
CG9650	CG9650.4	FBgn0029939	This	Gd7	Down	Time	Up	Region8197	Toll9	Up	Toll9	Up	Region5122	Gd7	Down	2.36800211482206	-3.68892785733371	2.02374476854946	2.25808077130344	2.14708357126518	-2.02797071229202	1.13934176651842	0.981355555970316	-0.515114919356013	-2.23232228286159	0.0548943158493062	2.81917876378935	-2.03920081809472	0.719374228385064	2.19433308328572	-4.39495403262659	0.588840733228129	3.34485192995813	-8.6664771335829	1.3631092774625	8.3583637770332	2.79659526459757	10.767323370129	-1.56997190195555	2.76276799707598
CG9650	CG9650.5	FBgn0029939	This	Gd7	Down	Time	Up	Region8197	Toll9	Up	Toll9	Up	Region5123	Gd7	Down	2.36800211482206	-3.68892785733371	2.02374476854946	2.25808077130344	2.14708357126518	-2.02797071229202	1.13934176651842	0.981355555970316	-0.515114919356013	-2.23232228286159	0.0548943158493062	2.81917876378935	-2.03920081809472	0.719374228385064	2.19433308328572	-2.46873670120248	0.363139741216243	1.84257866810034	-6.74025980215879	1.13740828545061	6.85609051517541	1.54541384296624	9.08391359059107	-1.34295045389529	1.54459635529379
CG9650	CG9650.6	FBgn0029939	This	Gd7	Down	Time	Up	Region8197	Toll9	Up	Toll9	Up	Region5124	Toll9	Up	2.36800211482206	-3.68892785733371	2.02374476854946	2.25808077130344	2.14708357126518	-2.02797071229202	1.13934176651842	0.981355555970316	-0.515114919356013	-2.23232228286159	0.0548943158493062	2.81917876378935	-2.03920081809472	0.719374228385064	2.19433308328572	-3.48019818495101	-0.813619722069897	4.08346073287249	-7.75172128590732	-0.0393511778355268	9.09697257994756	1.26820155615977	11.4921512256596	-2.18342304688078	2.43186560168296
Atg5	Atg5	FBgn0029943	This	Gd7	Down	Gd7	Down	Region8190	Time	Down	Gd7	Down	Region5115	Gd7	Down	1.42302010880606	-4.24486388290244	2.15941837365245	2.82928362920209	3.0589173687382	-3.93230970257386	1.86672402340041	2.45593020180665	-3.24671246810951	-1.37768090205694	0.972527985885329	0.458495776089029	-3.23489815356811	3.22954929856341	0.686131613192812	-4.42575384995753	1.28559761965907	2.59183766205431	-9.03833290558258	5.48767490410781	3.73646505133615	6.20929985029039	6.38258194475752	1.00037229707086	1.46617918785591
Atg5	Atg5.1	FBgn0029943	This	Gd7	Down	Gd7	Down	Region8190	Time	Down	Gd7	Down	Region5116	Gd7	Down	1.42302010880606	-4.24486388290244	2.15941837365245	2.82928362920209	3.0589173687382	-3.93230970257386	1.86672402340041	2.45593020180665	-3.24671246810951	-1.37768090205694	0.972527985885329	0.458495776089029	-3.23489815356811	3.22954929856341	0.686131613192812	-2.10279006485141	-0.0862113465988653	2.0128384783278	-6.71536912047646	4.11586593784987	3.15746586760964	3.90731522423671	5.64646542292668	0.66183987170126	0.207301392013962
Atg5	Atg5.2	FBgn0029943	This	Gd7	Down	Gd7	Down	Region8195	Gd7	Down	Gd7	Down	Region5120	Toll9	Up	1.42302010880606	-4.24486388290244	2.15941837365245	2.82928362920209	3.0589173687382	-3.93230970257386	1.86672402340041	2.45593020180665	-1.17756482439929	-2.98623651914799	0.893878462923572	2.65128883591661	-4.38832692353336	2.01631209008054	4.09553582694307	-4.50335734483905	-0.577540171235108	4.75117643001153	-11.8779207875204	2.332650381769	11.4980010928712	5.43451266958355	14.2301131543018	-1.70524158063998	4.42195799562472
Atg5	Atg5.3	FBgn0029943	This	Gd7	Down	Gd7	Down	Region8196	Toll9	Up	Gd7	Down	Region5122	Gd7	Down	1.42302010880606	-4.24486388290244	2.15941837365245	2.82928362920209	3.0589173687382	-3.93230970257386	1.86672402340041	2.45593020180665	1.50988543180832	-2.57426033801473	0.276698247695114	2.95969992171816	-3.60678360212603	1.51757188910378	3.55302195557087	-4.39495403262659	0.588840733228129	3.34485192995813	-10.5759979727674	2.38311087002702	9.85757380724716	4.76044975618598	12.5471148148972	-1.33463958724735	3.44003362095662
Atg5	Atg5.4	FBgn0029943	This	Gd7	Down	Gd7	Down	Region8197	Toll9	Up	Toll9	Up	Region5122	Gd7	Down	1.42302010880606	-4.24486388290244	2.15941837365245	2.82928362920209	3.0589173687382	-3.93230970257386	1.86672402340041	2.45593020180665	-0.515114919356013	-2.23232228286159	0.0548943158493062	2.81917876378935	-2.03920081809472	0.719374228385064	2.19433308328572	-4.39495403262659	0.588840733228129	3.34485192995813	-8.6664771335829	1.3631092774625	8.3583637770332	3.00300887731734	11.1198039410762	-1.31654852409185	2.11267923574399
Atg5	Atg5.5	FBgn0029943	This	Gd7	Down	Gd7	Down	Region8197	Toll9	Up	Toll9	Up	Region5123	Gd7	Down	1.42302010880606	-4.24486388290244	2.15941837365245	2.82928362920209	3.0589173687382	-3.93230970257386	1.86672402340041	2.45593020180665	-0.515114919356013	-2.23232228286159	0.0548943158493062	2.81917876378935	-2.03920081809472	0.719374228385064	2.19433308328572	-2.46873670120248	0.363139741216243	1.84257866810034	-6.74025980215879	1.13740828545061	6.85609051517541	1.75182745568601	9.43639416153829	-1.0895270760316	0.894507593961808
Atg5	Atg5.6	FBgn0029943	This	Gd7	Down	Gd7	Down	Region8197	Toll9	Up	Toll9	Up	Region5124	Toll9	Up	1.42302010880606	-4.24486388290244	2.15941837365245	2.82928362920209	3.0589173687382	-3.93230970257386	1.86672402340041	2.45593020180665	-0.515114919356013	-2.23232228286159	0.0548943158493062	2.81917876378935	-2.03920081809472	0.719374228385064	2.19433308328572	-3.48019818495101	-0.813619722069897	4.08346073287249	-7.75172128590732	-0.0393511778355268	9.09697257994756	1.47461516887954	11.8446317966068	-1.92999966901709	1.78177684035097
CG15646	CG15646	FBgn0030665	This	Gd7	Down	Toll9	Up	Region8822	Time	Down	Gd7	Down	Region5451	Gd7	Down	1.02920145243051	-3.57470698575879	1.27242949527238	3.12731864883076	0.306314628892996	0.0654457395962648	-1.13758392688997	1.74584456133783	-2.61154005169654	-2.23427522524114	0.693451402723959	1.9500072152617	-2.74187181994973	1.59789990448261	2.10647035576563	-4.05620612934123	1.54527360673555	1.96397978424411	-9.0323531745321	3.83662491394212	6.02045735527144	4.51120032872317	8.64482389689341	0.783744551541035	2.56655268829454
CG15646	CG15646.1	FBgn0030665	This	Gd7	Down	Toll9	Up	Region8822	Time	Down	Gd7	Down	Region5452	Gd7	Down	1.02920145243051	-3.57470698575879	1.27242949527238	3.12731864883076	0.306314628892996	0.0654457395962648	-1.13758392688997	1.74584456133783	-2.61154005169654	-2.23427522524114	0.693451402723959	1.9500072152617	-2.74187181994973	1.59789990448261	2.10647035576563	-4.99636528301782	1.16200942270828	3.25035970237705	-9.97251232820869	3.45336072991485	7.30683727340438	4.7660034644934	10.0471333800437	0.39817882391717	3.25544787773875
CG15646	CG15646.2	FBgn0030665	This	Gd7	Down	Toll9	Up	Region8823	Gd7	Down	Gd7	Down	Region5452	Gd7	Down	1.02920145243051	-3.57470698575879	1.27242949527238	3.12731864883076	0.306314628892996	0.0654457395962648	-1.13758392688997	1.74584456133783	-0.720146969493258	-1.75282444044	0.783810395906586	1.20247533477605	-2.03217838540647	1.06804841136369	1.71683009182887	-4.99636528301782	1.16200942270828	3.25035970237705	-8.78136810886429	3.01386822997856	6.16966512898197	3.81047009209378	8.93956644224842	0.51416123004235	2.39544753495535
CG15646	CG15646.3	FBgn0030665	This	Gd7	Down	Toll9	Up	Region8824	Time	Down	Gd7	Down	Region5453	Gd7	Down	1.02920145243051	-3.57470698575879	1.27242949527238	3.12731864883076	0.306314628892996	0.0654457395962648	-1.13758392688997	1.74584456133783	-4.24385602279785	-1.58833032264245	1.33976894780041	0.230268335107973	-3.89784102325064	2.91857788385987	2.12866701664448	-3.66111657667781	1.22187152018932	1.96649093519247	-9.1472879225709	5.4802183518496	4.32542628694492	5.7588683461848	6.85988045555324	1.6667245922238	2.34050311482566
CG15646	CG15646.4	FBgn0030665	This	Gd7	Down	Toll9	Up	Region8824	Time	Down	Gd7	Down	Region5454	Gd7	Down	1.02920145243051	-3.57470698575879	1.27242949527238	3.12731864883076	0.306314628892996	0.0654457395962648	-1.13758392688997	1.74584456133783	-4.24385602279785	-1.58833032264245	1.33976894780041	0.230268335107973	-3.89784102325064	2.91857788385987	2.12866701664448	-3.382712878251	1.58073167092631	1.31050137934991	-8.86888422414409	5.83907850258659	3.66943673110236	5.86038426676196	6.15587675315985	1.91753004139398	2.08960057349167
egr	egr	FBgn0033483	Literature & Roshan & This	Gd7	Up	Toll10b	Down	Region2061	Gd7	Up	Gd7	Up	Region1362	Gd7	Up	-3.26548078332063	9.62139504553518	-6.32702031997546	-4.45928018408989	-0.266199479143698	2.33018422564818	-2.72254996792857	1.15468559515481	-0.84311791296799	2.83328553110251	-1.68656885129137	-1.37088100494343	3.53585451636462	-2.93016367694615	-1.55273752290796	4.29820269891887	-2.35177671356395	-1.28039306097314	10.667342746386	-6.96850924180147	-4.20401158882453	-20.4106441234303	-7.82336193016789	0.299126253487659	5.07244892259689
egr	egr.1	FBgn0033483	Literature & Roshan & This	Gd7	Up	Toll10b	Down	Region2061	Gd7	Up	Gd7	Up	Region1363	Gd7	Up	-3.26548078332063	9.62139504553518	-6.32702031997546	-4.45928018408989	-0.266199479143698	2.33018422564818	-2.72254996792857	1.15468559515481	-0.84311791296799	2.83328553110251	-1.68656885129137	-1.37088100494343	3.53585451636462	-2.93016367694615	-1.55273752290796	3.50525723957961	-1.50118590163671	-1.51134414049062	9.87439728704674	-6.11791842987423	-4.43496266834201	-19.349111618617	-8.02200385890537	0.627577699708827	5.42908316788151
egr	egr.2	FBgn0033483	Literature & Roshan & This	Gd7	Up	Toll10b	Down	Region2061	Gd7	Up	Gd7	Up	Region1364	Gd7	Up	-3.26548078332063	9.62139504553518	-6.32702031997546	-4.45928018408989	-0.266199479143698	2.33018422564818	-2.72254996792857	1.15468559515481	-0.84311791296799	2.83328553110251	-1.68656885129137	-1.37088100494343	3.53585451636462	-2.93016367694615	-1.55273752290796	3.83182139309343	-1.56283709298605	-1.73981732721945	10.2009614405606	-6.17956962122357	-4.66343585507084	-19.5781000307155	-8.27988197427401	0.653043476718978	5.22702918418291
CG13868	CG13868	FBgn0034501	Roshan & This	Gd7	Up	Gd7	Up	Region2916	Gd7	Up	Gd7	Up	Region1942	Gd7	Up	-0.95558158782989	5.71698211199076	-4.1319636432757	-2.14170697677115	-1.15428286409877	4.45410080885919	-3.02592713204096	-1.30999168520809	0.277184963836019	2.380580593544	-1.6373513573306	-0.851154824972057	2.53204271252381	-1.34636786518028	-2.11824035991449	2.82359371041001	-1.04346810171179	-1.40328230067023	7.73621701647782	-4.02718732422267	-4.37267748555678	-14.8220577471518	-6.19865549039956	1.1336292859825	2.22003393605994
CG13868	CG13868.1	FBgn0034501	Roshan & This	Gd7	Up	Gd7	Up	Region2916	Gd7	Up	Gd7	Up	Region1943	Gd7	Up	-0.95558158782989	5.71698211199076	-4.1319636432757	-2.14170697677115	-1.15428286409877	4.45410080885919	-3.02592713204096	-1.30999168520809	0.277184963836019	2.380580593544	-1.6373513573306	-0.851154824972057	2.53204271252381	-1.34636786518028	-2.11824035991449	2.60661576830836	-0.736040474207031	-1.55019211765635	7.51923907437617	-3.71975969671791	-4.5195873025429	-14.4777252987992	-6.34088921622384	1.26508784523798	2.30334668069571
CG12011	CG12011	FBgn0035257	Literature & This	Gd7	Up	Gd7	Up	Region3480	Gd7	Up	Toll10b	Down	Region2350	Toll10b	Down	1.91476173462933	9.13648588079391	-6.54186413534592	-3.50667372078083	0.807130766164923	10.936599014075	-7.31986851026103	-3.39416181886926	-2.47796667440168	2.74207784603848	-2.25929695635574	-0.470794550677004	2.3243472499334	-2.556110604298	-0.177688503046268	1.80885156233109	-1.91117590512087	0.494135074696445	6.87527665830297	-6.72658346577461	-0.154347979026827	-18.0729454877931	-3.10699332834738	0.250630143980901	7.14444578797829
Trim9	Trim9	FBgn0051721	This	Gd7	Down	Toll10b	Down	Region828	Toll9	Up	Toll9	Up	Region596	Toll9	Up	-0.412995457104782	-3.85221123257799	1.07060360847461	3.78004315472364	-0.173626644525685	1.31910327351454	-1.46082323716007	0.523843268441347	0.554054775848579	-1.06348719922463	-1.01048747588882	2.75819923132548	-2.08615139261877	0.439387562484749	2.64172790432407	0.167996415414744	-2.36526013660806	2.49842385509483	-2.98164217642866	-2.93636005001213	7.89835099074438	-3.76161067951444	10.6675960233822	-1.28260513662609	-0.533254455280493
Trim9	Trim9.1	FBgn0051721	This	Gd7	Down	Toll10b	Down	Region829	Toll9	Up	Toll9	Up	Region596	Toll9	Up	-0.412995457104782	-3.85221123257799	1.07060360847461	3.78004315472364	-0.173626644525685	1.31910327351454	-1.46082323716007	0.523843268441347	-0.750478200731552	-0.559028540943608	-1.35929665023747	2.580353350273	-0.16699195362571	-1.20703294509839	1.87390853504873	0.167996415414744	-2.36526013660806	2.49842385509483	-0.558024079154574	-4.93158973194392	6.95268574041656	-6.5084032648972	9.81285737031283	-1.69476866170763	-2.03228596478946
Trim9	Trim9.2	FBgn0051721	This	Gd7	Down	Toll10b	Down	Region829	Toll9	Up	Toll9	Up	Region597	Toll9	Up	-0.412995457104782	-3.85221123257799	1.07060360847461	3.78004315472364	-0.173626644525685	1.31910327351454	-1.46082323716007	0.523843268441347	-0.750478200731552	-0.559028540943608	-1.35929665023747	2.580353350273	-0.16699195362571	-1.20703294509839	1.87390853504873	-0.413289749299332	-1.43350870808202	1.98361264457855	-1.13931024386865	-3.99983830341788	6.43787452990028	-5.50793070954716	9.30454171749716	-1.28236763161837	-1.82976408695169
CG32485	CG32485	FBgn0052485	This	Gd7	Up	Gd7	Up	Region3547	Gd7	Up	Gd7	Up	Region2400	Gd7	Up	0.379076156584846	4.48780194651603	-2.39252786749268	-2.84184301865264	0.473539552418783	4.95250227084812	-3.16925283445497	-1.77187876888788	0.417915981194381	1.94539009122034	-1.75403811608181	-0.12765712320952	2.46835813319584	-1.96881276395201	-1.18662599055771	2.76474537332874	-2.2040804616564	-0.0485820611769517	7.17849359774492	-5.92693134169022	-1.36286517494418	-14.9920220951625	-3.15311220551445	-1.79598898995573	1.87604896178414
salm	salm	FBgn0261648	This	Gd7	Up	Gd7	Up	Region874	Time	Down	Gd7	Down	Region634	Toll9	Down	-1.54476186799552	4.21907724434397	-3.44274859970625	-1.04405816114751	-0.383667130438756	1.4346580142811	-1.17033453665234	-0.105962515986762	-1.30789721724022	0.191935091899247	-0.993885104189821	1.10793074074768	-2.03513571730191	1.25326969709058	1.4735268182091	0.336146547421427	0.729467535733138	-1.12406810506183	-1.50705407798124	0.988852128633897	1.45738945389495	-5.5155734938442	0.351418625666281	1.62138985357345	6.53208699409912
Sarm	Sarm	FBgn0262579	Literature & Roshan & This	Gd7	Up	Toll9	Down	Region3845	Toll9	Up	Toll9	Up	Region2596	Toll10b	Down	-0.448477368239062	4.14591846866454	-2.87514455374366	-1.71861480751056	-1.14611366992123	-0.312569987703694	1.17640896335134	-1.46476554491547	1.09606739000504	-1.29537565158606	-0.0134867320660776	1.69781320616638	-1.61459828419997	0.216296930009189	2.21023603383537	0.212188067282688	-1.56310811324109	1.55892223475268	-2.69778586850334	-1.36029791529798	5.46697147475443	-6.35562526020012	4.27809109089042	-0.800273722812982	7.85961167615425
Sarm	Sarm.1	FBgn0262579	Literature & Roshan & This	Gd7	Up	Toll9	Down	Region3845	Toll9	Up	Toll9	Up	Region2597	Toll10b	Down	-0.448477368239062	4.14591846866454	-2.87514455374366	-1.71861480751056	-1.14611366992123	-0.312569987703694	1.17640896335134	-1.46476554491547	1.09606739000504	-1.29537565158606	-0.0134867320660776	1.69781320616638	-1.61459828419997	0.216296930009189	2.21023603383537	0.225428259143074	-1.34646852921925	1.30399883758941	-2.68454567664296	-1.14365833127614	5.21204807759116	-6.20685637463829	4.00975363489487	-0.677215483506828	7.80952907049454
CG43163	CG43163	FBgn0262719	Roshan & This	Gd7	Up	Toll10b	Down	Region3875	Toll9	Down	Gd7	Up	Region2628	Gd7	Up	-1.46732139192252	3.64615053841631	-2.44082217169404	-1.63110012598089	-0.507421514886692	0.704471801196098	-0.872201477123943	0.42838549883228	-0.933174751708728	1.45188559175765	0.0536307858270011	-1.95552325460803	2.46409642298989	-1.09210516798601	-2.35332649396395	6.62944058323427	-2.67992338994793	-3.03690228260579	10.5454225979818	-3.71839777210694	-7.34575203117777	-15.0409886897871	-8.81889442940464	0.942425123912837	-1.91186980201475
CG43163	CG43163.1	FBgn0262719	Roshan & This	Gd7	Up	Toll10b	Down	Region3875	Toll9	Down	Gd7	Up	Region2629	Gd7	Up	-1.46732139192252	3.64615053841631	-2.44082217169404	-1.63110012598089	-0.507421514886692	0.704471801196098	-0.872201477123943	0.42838549883228	-0.933174751708728	1.45188559175765	0.0536307858270011	-1.95552325460803	2.46409642298989	-1.09210516798601	-2.35332649396395	5.48726388560204	-1.89455535985635	-2.87649578244248	9.40324590034958	-2.93302974201536	-7.18534553101446	-13.8291670816354	-8.58741812876174	1.17061164461357	-1.3140856477462
Sema2b	Sema2b	FBgn0264273	Roshan & This	Gd7	Up	Gd7	Up	Region2622	Time	Down	Gd7	Up	Region1747	Gd7	Up	-1.67491029162608	3.64304060011946	-2.09195529319052	-2.10263880322617	-1.58961967531676	2.59463188058214	-2.14440691326151	-0.146725508316555	-2.63568761741144	1.70859336476833	-0.862626139663256	-1.03753902463427	2.22043482760244	-1.22215858846017	-1.80204123605406	4.02994981233533	-1.93071137259788	-1.50796851920701	7.9589780047061	-4.01549610072131	-4.34754877989534	-13.7028204831326	-5.81111405064234	-0.315822519787757	-0.0110309055610354
CG45263	CG45263	FBgn0266801	Roshan & This	Gd7	Up	Gd7	Up	Region5495	Gd7	Up	Gd7	Up	Region3655	Gd7	Up	0.644510107843199	5.96998024170797	-3.30647516644133	-3.6116194880893	-0.185997372808402	1.29013028628707	-0.911714258090186	-0.322512811011768	-0.801931095286207	2.28869124733143	-1.17748382805471	-1.35979577012158	2.42856441799184	-1.45066137572661	-1.81846012065007	5.17049395123093	-2.85370445456963	-1.51260638502117	9.8877496165542	-5.48184965835095	-4.69086227579282	-16.9028537313263	-7.32081404853627	-0.776883848775112	1.54453188346177
CG45263	CG45263.1	FBgn0266801	Roshan & This	Gd7	Up	Gd7	Up	Region5496	Gd7	Up	Gd7	Up	Region3655	Gd7	Up	0.644510107843199	5.96998024170797	-3.30647516644133	-3.6116194880893	-0.185997372808402	1.29013028628707	-0.911714258090186	-0.322512811011768	-0.165734910602844	2.17113221641732	-2.07201849601385	0.0137569064495606	2.25826355779134	-1.6931391603058	-1.23029367357175	5.17049395123093	-2.85370445456963	-1.51260638502117	9.59988972543959	-6.61886211088928	-2.72914315214336	-17.587180992272	-5.36417832911701	-1.57399838301671	2.07836847247942
if	if.	FBgn0001250	Roshan & This	Toll10b	Up	Toll10b	Up	Region8942	Toll10b	Up	Toll10b	Up	Region5542	Toll10b	Up	0.846628554725286	-3.27973677115416	5.33856915734223	-2.81914294302767	-0.792575052532698	-0.711233271912886	1.54468265786448	-1.5048518501763	0.265982860614074	-2.79462016425336	3.32513896272828	-0.916082699440509	-2.3197593606157	4.4265749406666	-2.33265827353255	-2.40247959127529	4.31614735086428	-2.64921416400228	-7.51685911614435	12.0678612542592	-5.89795513697534	10.8652569073837	-6.12984969215352	-0.56463414017437	0.678082863521495
if	if..1	FBgn0001250	Roshan & This	Toll10b	Up	Toll10b	Up	Region8943	Toll10b	Up	Toll10b	Up	Region5542	Toll10b	Up	0.846628554725286	-3.27973677115416	5.33856915734223	-2.81914294302767	-0.792575052532698	-0.711233271912886	1.54468265786448	-1.5048518501763	1.00615490529882	-1.79317516159684	1.93758579977777	-0.320246974198545	-2.73892806860485	4.06933447158589	-1.20560989953829	-2.40247959127529	4.31614735086428	-2.64921416400228	-6.93458282147698	10.3230676222279	-4.17507103773911	9.25896932278476	-4.43647171445389	-1.50752724088358	0.719982935093451
twi	twi	FBgn0003900	Literature & Roshan & This	Toll10b	Up	Toll9	Down	Region3124	Time	Down	Toll10b	Up	Region2092	Toll10b	Up	-2.12878405787603	-6.82556676103694	9.66102968067421	-3.89060113745846	-3.54635530179348	-2.4694618172759	5.9596467231856	-6.18795950658992	-2.35947537604994	-0.69417728378451	1.04413685121991	-0.525393382703926	-2.10084863264182	3.18195117598655	-1.00589293817233	-2.79134014476193	5.47863975182402	-3.5980416971181	-5.58636606118826	9.70472777903048	-5.12932801799436	10.4804543198656	-5.11775322603194	-5.24073172377718	-3.70970675111162
twi	twi.1	FBgn0003900	Literature & Roshan & This	Toll10b	Up	Toll9	Down	Region3125	Toll10b	Up	Toll9	Down	Region2092	Toll10b	Up	-2.12878405787603	-6.82556676103694	9.66102968067421	-3.89060113745846	-3.54635530179348	-2.4694618172759	5.9596467231856	-6.18795950658992	-0.950405105699776	-0.914039639622516	1.74223449712069	-1.19333384068258	-0.447606389270014	2.28917822173916	-2.37062881894421	-2.79134014476193	5.47863975182402	-3.5980416971181	-4.15298617365446	9.51005247068387	-7.16200435674489	9.58998635398161	-7.0670056540706	-4.83920914387639	-4.89574444548868
twi	twi.2	FBgn0003900	Literature & Roshan & This	Toll10b	Up	Toll9	Down	Region3125	Toll10b	Up	Toll9	Down	Region2093	Toll10b	Up	-2.12878405787603	-6.82556676103694	9.66102968067421	-3.89060113745846	-3.54635530179348	-2.4694618172759	5.9596467231856	-6.18795950658992	-0.950405105699776	-0.914039639622516	1.74223449712069	-1.19333384068258	-0.447606389270014	2.28917822173916	-2.37062881894421	-5.54294731586628	7.90191761530608	-3.80715746816425	-6.90459334475881	11.9333303341659	-7.37112012779104	12.8925393870055	-7.13453708759828	-3.993662305674	-3.55718273338992
twi	twi.3	FBgn0003900	Literature & Roshan & This	Toll10b	Up	Toll9	Down	Region3126	Time	Down	Toll10b	Up	Region2093	Toll10b	Up	-2.12878405787603	-6.82556676103694	9.66102968067421	-3.89060113745846	-3.54635530179348	-2.4694618172759	5.9596467231856	-6.18795950658992	-1.56538964133426	-0.430992063128816	1.06885618670625	-0.900347124135905	-1.17155990947442	1.94858779858482	-0.793998139591161	-5.54294731586628	7.90191761530608	-3.80715746816425	-7.14549928846952	10.9193616005971	-5.50150273189132	12.2648103797377	-5.30191777458649	-4.73687714889351	-3.05091130239988
twi	twi.4	FBgn0003900	Literature & Roshan & This	Toll10b	Up	Toll9	Down	Region3127	Toll9	Down	Toll10b	Up	Region2093	Toll10b	Up	-2.12878405787603	-6.82556676103694	9.66102968067421	-3.89060113745846	-3.54635530179348	-2.4694618172759	5.9596467231856	-6.18795950658992	-1.60941079541845	-0.291471194609153	2.71813546283414	-3.33268515241075	-1.09672731516937	3.16425258958847	-2.53677839860691	-5.54294731586628	7.90191761530608	-3.80715746816425	-6.9311458256448	13.7843056677287	-9.67662101918191	14.2586884583122	-9.48216874273427	-2.90110465836401	-3.97037324013891
twi	twi.5	FBgn0003900	Literature & Roshan & This	Toll10b	Up	Toll9	Down	Region3128	Toll10b	Up	Toll10b	Up	Region2093	Toll10b	Up	-2.12878405787603	-6.82556676103694	9.66102968067421	-3.89060113745846	-3.54635530179348	-2.4694618172759	5.9596467231856	-6.18795950658992	-1.52622294870522	-2.58262080071825	3.52565288545485	-1.46465576041224	-2.30422157714149	5.25794939315479	-3.46934279250116	-5.54294731586628	7.90191761530608	-3.80715746816425	-10.429789693726	16.6855198939157	-8.74115602107765	18.2647187572763	-8.58595961146985	-2.18805263196303	-1.93281251129486
twi	twi.6	FBgn0003900	Literature & Roshan & This	Toll10b	Up	Toll9	Down	Region3128	Toll10b	Up	Toll10b	Up	Region2094	Toll10b	Up	-2.12878405787603	-6.82556676103694	9.66102968067421	-3.89060113745846	-3.54635530179348	-2.4694618172759	5.9596467231856	-6.18795950658992	-1.52622294870522	-2.58262080071825	3.52565288545485	-1.46465576041224	-2.30422157714149	5.25794939315479	-3.46934279250116	-4.34533909840911	7.25224369206522	-4.17019293778791	-9.23218147626885	16.0358459706749	-9.10419149070131	17.1194446159199	-9.03320771942791	-2.33052923848315	-2.59283329636919
tin	tin	FBgn0004110	Literature & Roshan & This	Toll10b	Up	Toll10b	Up	Region6500	Gd7	Down	Toll10b	Up	Region4286	Toll10b	Up	0.504802370713351	-4.64202108739929	6.30456492213787	-2.28343718506498	-2.23500333355645	-3.02593362426133	3.84503538527453	-1.99934441395137	-1.14743134464652	-1.85606114972333	1.73068401071922	0.0437267792422315	-3.64116458050615	5.85427039222317	-2.19755664091002	-2.55585569472039	3.60130105033517	-1.70808864307132	-8.05308142494987	11.1862554532776	-3.86191850473911	11.2018182780777	-3.6162888730046	-1.66177626809647	-0.115476459893892
zfh1	zfh1	FBgn0004606	Literature & Roshan & This	Toll10b	Up	Toll10b	Up	Region7115	Gd7	Down	Toll10b	Up	Region4692	Toll10b	Up	0.969976843967539	-4.46801034496444	6.20039673183072	-2.37808053177365	0.298766899071309	-2.67293263729813	4.24976269210919	-3.14392197449016	-0.754438602028703	-1.94229769212056	1.24204823667299	0.822572697556521	-2.14155787173051	3.60526051868607	-1.50938248064417	-2.39772485058779	3.59337575201937	-1.84330288793669	-6.48158041443886	8.44068450737843	-2.53011267102434	8.26952543995987	-2.29253951243114	-2.80425030578034	-0.521647268382855
htl	htl	FBgn0010389	Literature & Roshan & This	Toll10b	Up	Toll10b	Up	Region6275	Toll10b	Down	Gd7	Up	Region4132	Gd7	Up	-0.697425321659729	-3.40391101685262	8.01936754683977	-6.306184321095	0.377826870702313	-3.72055944352289	5.1925976404222	-3.20900340887165	-0.504615403623424	1.51622137549917	-1.83233502964801	0.535627045577966	2.20942736283029	-1.33111233004601	-1.63918670372817	2.54788735809108	-0.665276243825111	-1.57600350518836	6.27353609642054	-3.82872360351913	-2.67956316333856	-7.38440754713604	-4.37663055371543	-10.4124478634479	-5.60602437913172
Mef2	Mef2	FBgn0011656	Literature & Roshan & This	Toll10b	Up	Toll10b	Up	Region2036	Toll10b	Up	Toll10b	Up	Region1346	Toll10b	Up	0.93638284393469	-4.16590469189772	8.85866764469544	-6.41425981278343	-0.464618900040751	-2.35783735372652	3.92604878383314	-3.05953729652958	-0.288893449927441	-2.21420824821401	4.15601227426461	-2.80280043631574	-0.886151847743104	2.1857464490114	-1.55325390798713	-1.87910062184986	3.12594242630376	-1.79190180931517	-4.97946071780697	9.46770114957977	-6.14795615361804	8.97724355582427	-7.61539126918835	-6.04470284821394	-1.1989864013164
