Toll10b_2	Toll9_2	Toll10b_1	Gd7_2	Gd7_1	Toll9_1
Region201	9.47413923373794	9.56826531743966	9.74230418836324	9.52612790396834	9.86423321922576	9.61623425846228
Region202	10.8233242489299	10.7350164366915	11.2199442919276	10.9049980221703	11.0900206731921	10.7947274287976
Region203	9.95258197861091	9.43911117995263	10.2379469320382	9.50513242694677	9.76411650528984	9.4612975126781
Region204	7.97011389327338	8.28378753318831	8.03409934488539	8.27039103504037	8.33237664117249	8.35222273546111
Region205	10.0974853085566	10.3478504666769	10.395530664308	10.3501583365155	10.5693073656383	10.4379465194921
Region206	7.69978425134793	8.25059148846623	7.69071999597207	7.919236132218	7.98780176438844	8.2992779626042
Region207	7.8696276431425	7.94127651916337	7.98969747817486	8.0207116013179	8.13665940182017	8.00021366969939
Region208	7.76575187948214	8.03161599366566	7.82893779847423	8.49624763514738	8.56858360588591	8.21922329548007
Region209	9.22756121277396	9.26563190559743	9.17619955213648	9.49227124149487	9.35079597800335	9.2206877343909
Region210	9.54886554802721	9.54255256740559	9.19918300157147	9.52331212454517	9.49124172025099	9.55582397689177
Region211	7.83972554428445	7.89494465644776	7.84489753122568	8.14428747001708	8.14023249595854	7.85914254933229
Region212	8.45478180006959	8.73830937060764	8.73944839522728	9.19546415939757	9.15054115764772	8.70476528311455
Region213	7.98851851738595	8.38883289890121	8.13664489334483	8.46183017863402	8.46382305449184	8.36507891781655
Region214	7.60320460801304	7.70723792322797	7.47920927650998	7.73711375493633	7.84539899643069	7.7447472047277
Region215	8.42070432426337	8.68523538599541	8.73897990447707	8.38506849422457	8.59648306563464	8.81182727405639
Region216	9.34036103336946	9.54932827607763	9.56154725442255	9.28035920898072	9.13461675089225	9.69467047237707
Region217	8.15423378107328	8.55232099445937	8.50889074024962	8.22091095938624	8.09393372700456	8.63765040463682
Region218	8.86164148458747	9.28223310744062	9.23844216384637	9.09116429263006	8.94586098978885	9.47329548387202
Region219	8.18090763432977	8.09619929891771	8.53069111266731	7.84929327914245	7.77372039113973	8.26256870401593
Region220	9.527806929476	9.09773024422316	9.95677407047506	8.76616323761358	8.72859216265019	9.25681665304713
Region221	9.70285450013762	9.38725180893495	10.0642735835795	8.88480925269763	8.76694954265486	9.46814501373827
Region222	8.10493819004977	7.33446549607318	8.1326927941252	7.26758935806357	7.04211743060757	7.38640994983233
Region223	7.55797833636443	7.66553302305785	7.67165765410336	7.64397241686779	7.61927814403699	7.7595032005678
Region224	8.85580572943742	8.95686040208198	8.9468966009741	8.84845478997308	8.79112511669019	8.90411401394012
Region225	8.00286639832115	8.12244061246112	7.85078942655291	8.05185786818436	8.09111936256846	8.22411651063535
Region226	8.73398807773998	8.94589442721732	8.59520972490461	8.65102932967033	8.55535557446751	8.83588116532382
Region227	7.60614625233654	7.77005679468169	7.35840297668869	7.73187811220475	7.65708084521025	7.7742611368778
Region228	8.48371998120867	8.46965172507973	8.29955305438787	8.48851331296949	8.47428161217093	8.43742659354141
Region229	8.03729852692145	8.20259174609411	7.94208467479457	8.18559879745296	8.10252654957398	8.24377329275185
Region230	8.66040638090002	8.59646122896752	8.52714987822908	8.68537696809867	8.68045981770644	8.55600258413192
Region231	8.84650342888755	9.0088927187156	8.82555972490139	9.16088717992153	8.94095882476391	9.05002522237262
Region232	9.01399654240954	9.01073639752661	9.06039262481128	9.08440736953974	9.02847576465346	9.06983216472339
Region233	8.87396122930251	8.87257847461083	8.79669111858369	9.15398414144964	8.8650708782603	8.84775714921015
Region234	8.50592210085383	8.62842857250043	8.34193129994996	8.49316291451049	8.38273626984273	8.66293407780348
Region235	9.47166720174008	9.56355694409538	9.67657042743716	9.64602025609061	9.60439499784542	9.67007881722942
Region236	8.91667394100222	8.96559262892664	8.61068627688301	8.81293235953344	8.70038592585484	8.85584484482991
Region237	8.23312979719234	8.34447071108954	8.05045677101667	8.1651949010979	8.17145663996552	8.33781160995312
Region238	9.67018798056684	9.76492575810302	9.47385500276174	9.46599751151276	9.68025648392713	9.67617896466818
Region239	7.62643396535604	8.00217935299629	7.47973017987052	7.61873056768627	7.51134451119449	7.90142165836579
Region240	8.3512694455828	8.64132588086645	8.19985093895174	8.35203314819881	8.63904892415351	8.6371527264951
Region241	7.30617979031339	7.44602499284058	7.41660988948337	7.57602649647061	7.39324765447335	7.55917449103089
Region242	9.63900844977836	10.4610714806299	10.1791033096389	10.2274820354442	10.0846938622199	10.4715596070593
Region243	8.73928234194878	9.546981401329	9.03651317548162	9.27784020208749	9.18228539412954	9.5515922757934
Region244	9.41369739372379	9.45791189318155	9.50271765884431	9.63345177608912	9.46995389968624	9.5111937858917
Region245	8.39189504834636	8.15836256220049	8.14448831591397	8.589571255804	8.48454127849619	8.12258525043616
Region246	9.31662468844652	9.42689473744427	9.32271875749306	9.47638110931142	9.40114373339865	9.43468068872087
Region247	9.39807889785143	9.21272431263291	9.36206031084486	9.81818600607931	9.88346825041234	9.16725227390835
Region248	8.87276304870131	8.8653472479954	8.68338920601223	8.85635206908824	8.85676189915237	8.85915220711368
Region249	9.78095455294357	9.99027552367723	9.58757791720272	9.76448505830776	9.69796816933463	9.92509620693869
Region250	10.03083158148	9.95132861929289	9.9890110847421	9.995355540409	10.0624655123007	9.84206938941465
Region251	9.84996433418275	8.66553011251975	10.1999040432482	8.98348249326393	8.89964556456371	8.79102749674173
Region252	11.4277590938873	10.4059033611801	11.6321086984766	10.7687746844556	10.4616191051111	10.3842039748178
Region253	9.29626517746666	8.68953098727216	9.62531425716189	8.7948347080708	8.89443043257727	8.7786886148603
Region254	8.34329539913302	8.13328597106397	8.56159657081776	8.85955387292492	8.49535095558963	8.04133262453457
Region255	9.2597440085443	9.51633289395235	9.26481963546533	9.30889893465736	9.20141387535904	9.55028743568534
Region256	8.49099133983952	8.62113088290836	8.19623558829653	8.68776131464497	8.41831545321179	8.58820661596959
Region257	8.06803572227596	8.46331157412311	8.1179416340498	8.12456332621762	7.88283334426474	8.5414626523733
Region258	9.01752781122904	9.19972861703171	9.08844621256468	8.87393412690419	9.02385586416584	9.13341543626484
