Toll10b_2	Toll9_2	Toll10b_1	Gd7_2	Gd7_1	Toll9_1
Region4486	299	1921	80	351	792	889
Region4487	422	1972	111	396	515	941
Region4488	1777	7145	719	1439	2122	3499
Region4489	180	545	60	172	227	324
Region4490	3926	14887	1814	4461	6405	7038
Region4491	454	1304	283	377	633	752
Region4492	331	1266	130	222	374	544
Region4493	368	1051	100	461	970	453
Region4494	237	938	57	363	564	401
Region4495	173	807	51	307	545	410
Region4496	1025	2823	276	1098	2128	1178
Region4497	404	1264	150	400	957	585
Region4498	1048	2809	239	1183	2801	1221
Region4499	170	649	39	172	313	266
Region4500	713	2566	177	881	1625	1022
Region4501	272	1633	69	422	735	619
Region4502	249	958	114	357	817	481
Region4503	944	2689	249	1157	2206	1125
Region4504	1380	4641	367	1314	3009	1917
Region4505	834	2028	280	880	2685	904
Region4506	224	613	40	191	398	281
Region4507	534	1478	126	530	1520	750
Region4508	1732	7055	530	2726	5162	3415
Region4509	354	1264	124	298	988	524
Region4510	412	1287	87	493	889	546
Region4511	182	511	74	178	426	278
Region4512	4428	13917	1616	8336	15300	6547
Region4513	795	3541	363	1076	2893	1597
Region4514	3797	6938	1252	4122	10509	3077
Region4515	204	695	77	361	613	310
Region4516	251	1188	67	436	924	559
Region4517	344	1209	70	295	616	485
Region4518	149	722	43	234	402	347
Region4519	470	1446	128	340	1117	653
Region4520	141	490	44	148	304	240
Region4521	349	1469	94	334	729	607
Region4522	458	1276	134	445	1078	556
Region4523	532	1445	163	503	1516	603
Region4524	602	1877	154	505	1545	811
Region4525	143	667	60	186	328	288
Region4526	224	997	43	219	591	421
Region4527	231	1010	136	893	1184	482
Region4528	373	1516	219	567	1204	790
Region4529	99	580	75	265	376	357
Region4530	154	791	72	147	259	455
Region4531	1446	5103	505	1457	3486	2053
Region4532	247	639	71	340	468	307
Region4533	737	2368	208	637	1056	1014
Region4534	621	1930	168	573	1271	932
Region4535	126	694	32	230	352	313
Region4536	412	861	161	545	977	389
Region4537	295	1278	76	405	845	542
Region4538	153	558	27	181	295	270
Region4539	407	1970	130	473	884	803
Region4540	1889	5216	713	2284	4242	2157
Region4541	1675	4985	485	1745	3826	2328
Region4542	309	787	97	192	503	352
Region4543	228	1642	151	520	924	896
Region4544	110	947	45	168	425	476
Region4545	203	805	41	190	519	355
Region4546	379	1839	120	433	1045	754
Region4547	212	849	54	211	403	387
Region4548	887	3152	240	970	1947	1366
Region4549	271	1014	85	432	806	367
Region4550	280	1531	51	345	646	614
Region4551	1405	4325	385	1787	3016	1788
Region4552	724	2272	243	1014	2183	1029
Region4553	865	3318	261	1338	2578	1434
Region4554	1536	3510	503	1607	3037	1418
Region4555	6417	11504	1814	6641	15170	4578
Region4556	383	827	65	446	652	329
Region4557	837	2325	212	878	1317	1062
Region4558	428	1252	138	508	1078	556
Region4559	152	586	43	242	418	261
Region4560	451	1524	91	510	738	617
Region4561	115	514	53	202	258	287
Region4562	431	1667	151	443	1040	749
Region4563	173	749	64	326	437	321
Region4564	320	1402	82	450	660	560
Region4565	114	808	37	174	272	318
Region4566	321	1008	103	579	1019	447
Region4567	173	675	43	305	392	344
Region4568	609	2451	159	792	1366	1075
Region4569	539	1490	116	545	1052	596
Region4570	270	1115	97	465	799	478
Region4571	515	1485	115	585	1037	600
Region4572	546	1882	210	625	1251	805
Region4573	2944	3486	1154	3463	5250	1436
Region4574	1356	4065	413	1251	2029	1762
Region4575	358	1084	118	541	969	485
Region4576	235	536	96	378	632	254
Region4577	288	837	93	312	515	428
Region4578	505	1676	141	609	1044	652
Region4579	324	740	86	537	1304	270
Region4580	345	731	69	395	1022	265
Region4581	406	768	86	638	1620	337
Region4582	428	719	70	439	1207	291
Region4583	292	432	162	312	763	229
Region4584	169	287	86	207	682	148
Region4585	1210	3842	438	1280	3144	1602
Region4586	1412	4414	385	1641	2988	1782
Region4587	223	527	35	173	388	257
Region4588	298	866	112	380	643	410
Region4589	1808	3904	694	1839	4568	1657
Region4590	173	517	64	292	671	221
Region4591	508	1802	185	771	1588	815
Region4592	78	531	15	99	256	243
Region4593	1831	5625	575	1767	3686	2390
Region4594	563	1682	104	574	949	736
Region4595	187	848	40	222	582	385
Region4596	216	1033	70	344	565	465
Region4597	1154	3589	510	1584	3686	1629
Region4598	3437	5854	1086	3569	7771	2645
Region4599	551	1336	226	865	1449	712
Region4600	1789	5107	632	1948	4117	2224
Region4601	208	1058	91	421	729	467
Region4602	1295	2878	253	1151	2226	1255
Region4603	375	1017	113	517	787	425
Region4604	221	885	56	211	460	401
Region4605	1018	2360	241	1068	2294	1020
Region4606	1139	2382	305	1146	2328	1003
Region4607	505	1959	192	755	1563	980
Region4608	651	3015	207	1035	2055	1307
Region4609	328	2040	143	747	1763	980
Region4610	297	1352	65	559	1243	702
Region4611	692	2128	279	1164	2526	990
Region4612	804	1098	162	679	1373	468
Region4613	338	1074	89	462	703	435
Region4614	1209	2072	248	2013	2907	750
Region4615	627	1731	210	496	838	763
Region4616	285	590	68	294	606	250
Region4617	719	3104	163	624	1189	1198
Region4618	126	764	39	272	395	284
Region4619	322	1094	58	336	546	432
Region4620	5054	9735	1456	4148	7261	4094
Region4621	195	514	59	190	525	253
Region4622	142	580	22	93	207	242
Region4623	283	973	104	304	666	489
Region4624	89	570	22	161	411	275
Region4625	1033	1831	310	1175	2272	744
Region4626	967	2423	273	1406	2586	959
Region4627	385	769	132	403	923	339
Region4628	147	163	85	164	277	112
Region4629	119	93	54	137	168	45
Region4630	221	276	146	150	236	161
Region4631	440	325	267	276	323	148
Region4632	771	2134	266	1176	2036	915
Region4633	145	569	89	239	611	360
Region4634	265	1132	128	664	867	487
Region4635	188	714	75	600	754	355
Region4636	465	1438	157	703	1163	628
Region4637	202	970	109	355	852	417
Region4638	150	691	82	266	372	367
Region4639	975	2239	254	623	1356	886
Region4640	230	670	52	242	555	286
Region4641	53	367	17	325	689	197
Region4642	140	655	24	647	1105	311
Region4643	369	2826	105	2622	4601	1384
Region4644	1018	4054	402	1176	2678	1750
Region4645	144	457	54	227	454	242
Region4646	606	2844	126	691	1246	1116
Region4647	79	513	28	114	204	234
Region4648	137	837	58	269	453	372
Region4649	557	1969	132	652	1018	842
Region4650	282	1493	94	483	716	668
Region4651	218	911	67	364	576	399
Region4652	299	1119	58	466	567	496
Region4653	973	3519	243	1271	2549	1411
Region4654	854	2283	190	849	1671	966
Region4655	837	2710	216	903	1406	1132
Region4656	142	600	34	233	241	244
Region4657	365	1043	116	590	1049	435
Region4658	253	1272	101	428	668	599
Region4659	236	807	92	271	566	331
Region4660	701	2100	188	779	1660	878
Region4661	1263	3460	464	1293	2896	1573
Region4662	389	1172	90	351	897	523
Region4663	311	1613	95	462	1146	672
Region4664	537	2356	108	533	1013	1041
Region4665	403	1711	113	606	1137	687
Region4666	665	2596	186	863	1501	1086
Region4667	789	2990	216	1002	1885	1317
Region4668	276	994	93	259	509	402
Region4669	1660	4253	728	1613	3020	1858
Region4670	254	751	85	297	519	325
Region4671	1141	3999	355	1514	2816	1757
Region4672	283	1092	97	531	787	502
Region4673	2294	5032	737	4097	6085	2006
Region4674	588	1156	175	1541	2469	445
Region4675	881	1477	239	1154	1643	669
Region4676	1813	5428	610	2133	4796	2303
Region4677	373	1241	115	496	739	548
Region4678	255	895	78	245	444	379
Region4679	451	1069	148	465	1191	478
Region4680	688	1613	169	690	1807	708
Region4681	66	423	31	140	231	206
Region4682	145	772	30	203	390	379
Region4683	852	2589	219	972	1892	1077
Region4684	584	1629	218	857	1828	898
Region4685	1453	3773	383	1388	3082	1534
Region4686	622	2321	205	1035	1468	970
Region4687	245	760	50	621	815	345
Region4688	280	902	118	466	924	463
Region4689	366	1609	157	495	1352	729
Region4690	272	604	104	236	485	277
Region4691	721	2009	217	620	1698	888
Region4692	225	81	115	56	37	55
Region4693	500	1592	178	634	1448	640
Region4694	544	1441	139	534	849	654
Region4695	406	1972	194	556	1259	1032
Region4696	288	1106	78	273	713	576
Region4697	379	1238	125	501	988	539
Region4698	192	763	54	225	589	354
Region4699	788	2205	286	897	1950	930
Region4700	582	2313	157	755	1358	807
Region4701	887	2567	256	1128	1921	1111
Region4702	617	7448	245	1746	3202	3312
Region4703	212	743	60	290	505	345
Region4704	511	1927	114	562	1147	825
Region4705	196	1031	29	182	330	442
Region4706	307	981	116	391	810	372
Region4707	74	638	44	153	195	277
Region4708	538	1422	148	681	1224	711
Region4709	1177	3721	290	1095	2295	1541
Region4710	679	2063	214	657	1409	831
Region4711	157	668	87	419	946	361
Region4712	226	624	109	690	1596	312
Region4713	448	1698	132	544	1167	753
Region4714	261	882	61	260	601	383
Region4715	427	1698	103	545	1075	716
Region4716	849	2579	276	1216	2268	1141
Region4717	588	1755	192	814	1523	831
Region4718	694	1858	231	795	1547	852
Region4719	146	539	40	100	116	211
Region4720	972	2498	277	864	2244	1118
Region4721	268	914	73	323	617	439
Region4722	1289	3874	492	1244	2769	1532
Region4723	360	1660	88	524	907	769
Region4724	205	834	56	360	557	359
Region4725	102	456	18	334	406	292
Region4726	217	1122	53	714	1421	508
Region4727	646	795	167	854	1797	316
Region4728	916	1026	361	734	1888	452
Region4729	232	550	45	125	423	249
Region4730	1929	4926	475	1684	4895	2136
Region4731	362	1050	110	314	956	533
Region4732	400	1540	141	467	1714	680
Region4733	4868	9862	1367	4080	10654	4925
Region4734	346	592	106	216	783	300
Region4735	362	628	43	230	743	260
Region4736	1323	2835	565	1421	3687	1332
Region4737	295	596	62	210	702	263
Region4738	2638	5586	742	2310	7656	2610
Region4739	1477	2322	311	1106	3206	958
Region4740	317	789	74	298	999	300
Region4741	3027	5270	619	2283	6769	2145
Region4742	1106	2301	266	809	2798	1021
Region4743	447	1358	144	584	1565	578
Region4744	548	1165	163	498	1759	519
Region4745	2432	4263	610	1924	6286	1892
Region4746	2466	5432	410	1625	4196	2132
Region4747	1691	3699	338	1238	3497	1561
Region4748	980	1331	316	647	2003	630
Region4749	1044	2496	276	855	2662	1213
Region4750	460	958	108	307	950	407
Region4751	304	732	62	214	626	319
Region4752	726	1955	159	676	1730	916
Region4753	1203	2433	376	1051	3392	1066
Region4754	1135	2559	207	827	2208	1073
Region4755	3466	7196	696	2356	7045	2918
Region4756	779	2616	207	794	2501	1102
Region4757	1489	3359	480	1467	4246	1415
Region4758	1048	1459	330	1031	2588	675
Region4759	1547	3418	420	1327	4020	1422
Region4760	2377	3647	588	1664	4630	1683
Region4761	1741	3286	503	1471	4218	1522
Region4762	359	452	83	142	515	198
Region4763	401	789	210	455	977	382
Region4764	652	1600	252	835	1697	834
Region4765	2445	3449	970	1695	4970	1526
Region4766	1685	4472	349	1413	4083	1996
Region4767	437	796	87	339	799	312
Region4768	2606	6356	545	1949	6449	2581
Region4769	230	896	72	442	1311	470
Region4770	186	570	81	428	1095	303
Region4771	384	1008	105	279	972	472
Region4772	6610	15175	1759	5342	17302	6294
Region4773	360	503	120	305	1027	217
Region4774	691	1563	258	621	1984	664
Region4775	359	736	95	333	869	369
Region4776	2148	3067	328	1270	3396	1374
Region4777	317	263	73	134	529	138
Region4778	477	788	152	361	869	377
Region4779	1231	3382	315	951	3152	1406
Region4780	481	991	89	353	976	393
Region4781	372	1201	70	217	847	564
Region4782	849	1660	312	871	2311	752
Region4783	551	919	174	468	1512	457
Region4784	1745	2736	405	1404	3781	1374
Region4785	979	3221	288	1115	3209	1517
Region4786	2015	4404	508	1677	4925	1707
Region4787	308	669	72	357	771	286
Region4788	521	1224	137	582	1591	557
Region4789	668	1652	172	561	1545	764
Region4790	1676	2734	518	1149	3811	1159
Region4791	605	1133	207	593	1616	520
Region4792	210	484	84	232	816	237
Region4793	6272	10980	1651	4694	14326	4378
Region4794	2234	4538	643	2311	5617	1886
Region4795	1871	3143	435	1213	3721	1349
Region4796	1705	3465	440	1384	4401	1522
Region4797	247	503	77	224	674	220
Region4798	2550	5033	646	1933	6285	2089
Region4799	706	1323	167	742	2107	602
Region4800	646	1271	192	520	1602	639
Region4801	216	475	42	187	441	178
Region4802	355	719	88	199	593	340
Region4803	2102	4890	444	1699	5166	2002
Region4804	492	1339	115	587	1693	624
Region4805	833	2207	155	655	1863	880
Region4806	1722	3283	391	1294	4015	1375
Region4807	1551	3444	199	874	2563	1368
Region4808	3873	7818	669	2853	7778	3186
Region4809	280	588	93	357	939	270
Region4810	302	1082	84	426	1193	468
Region4811	385	1192	118	346	1388	545
Region4812	264	506	47	175	466	253
Region4813	1023	2385	269	808	2165	1050
Region4814	512	961	190	476	1136	417
Region4815	140	463	48	219	435	282
Region4816	113	676	67	337	451	381
Region4817	313	1091	104	414	666	484
Region4818	105	405	18	112	169	179
Region4819	154	739	39	127	237	335
Region4820	238	677	59	170	363	282
Region4821	195	563	54	274	514	252
Region4822	320	1111	110	326	714	490
Region4823	999	2930	459	1062	2579	1491
Region4824	232	631	74	402	722	290
Region4825	237	970	77	312	682	484
Region4826	654	1406	132	676	1028	604
Region4827	1587	2530	424	1348	2569	1056
Region4828	1590	2841	417	1054	2825	1225
Region4829	2477	3519	904	1980	5053	1682
Region4830	281	439	58	306	522	188
Region4831	444	714	96	459	813	313
Region4832	923	1903	219	692	1541	822
Region4833	1743	5644	629	1864	4498	2522
Region4834	325	1467	135	530	922	729
Region4835	356	499	142	342	670	241
Region4836	462	705	214	416	937	377
Region4837	252	632	74	433	662	312
Region4838	1441	2244	462	1663	3256	985
Region4839	148	476	47	208	315	276
Region4840	1276	3154	339	1098	2028	1322
Region4841	682	1490	192	1469	2409	702
Region4842	452	1137	106	558	718	485
Region4843	371	1193	90	399	651	495
Region4844	623	1339	201	913	1550	582
Region4845	269	885	82	326	539	389
Region4846	176	589	51	245	246	248
Region4847	882	2109	248	763	1140	909
Region4848	500	1328	112	471	862	560
Region4849	174	479	64	235	437	289
Region4850	303	821	80	229	548	416
Region4851	401	930	194	306	698	445
Region4852	379	977	141	280	529	472
Region4853	707	1505	252	711	1643	645
Region4854	378	893	92	324	602	353
Region4855	627	1328	145	592	1013	549
Region4856	351	1087	84	366	594	486
Region4857	221	509	99	254	364	253
Region4858	514	1690	134	528	1228	667
Region4859	189	657	46	211	283	320
Region4860	156	548	42	275	358	236
Region4861	194	778	43	285	395	402
Region4862	446	944	79	340	536	394
Region4863	368	1090	90	381	651	493
Region4864	310	758	86	239	306	321
Region4865	880	2414	211	903	1431	927
Region4866	1703	4485	433	2139	3336	2057
Region4867	748	1730	302	956	1300	720
Region4868	388	942	105	483	822	416
Region4869	232	692	39	333	465	310
Region4870	272	812	93	323	699	377
Region4871	341	1312	108	503	913	581
Region4872	462	1302	97	583	780	570
Region4873	713	1376	123	531	1145	701
Region4874	103	460	27	167	315	223
Region4875	304	840	73	307	514	381
Region4876	581	1594	154	621	1137	677
Region4877	578	1469	165	621	954	575
Region4878	839	1807	163	822	1399	810
Region4879	727	1859	206	723	1223	772
Region4880	1336	3262	362	1224	2676	1412
Region4881	3042	8847	985	3257	7911	3741
Region4882	1908	4965	470	1648	3775	2007
Region4883	182	610	67	232	346	259
Region4884	591	1453	157	570	1085	694
Region4885	646	2237	151	1019	1646	1037
Region4886	298	1010	81	423	775	407
Region4887	713	1947	333	875	1814	931
Region4888	584	1523	238	665	1446	728
Region4889	1684	3810	506	1962	3741	1501
Region4890	376	851	104	426	510	374
Region4891	332	1190	70	583	818	518
Region4892	127	489	52	197	294	187
Region4893	565	1397	128	403	748	582
Region4894	575	1810	261	794	1574	861
Region4895	218	895	54	257	437	398
Region4896	705	2070	312	767	1910	896
Region4897	110	428	53	167	361	261
Region4898	83	455	11	196	388	236
Region4899	90	579	29	191	361	292
Region4900	227	708	61	357	532	320
Region4901	188	452	63	126	239	222
Region4902	651	2060	253	675	1534	951
Region4903	387	900	64	317	679	389
Region4904	543	1554	88	486	973	647
Region4905	716	2154	187	624	1083	921
Region4906	314	317	62	217	461	121
Region4907	1036	1661	237	921	1589	621
Region4908	726	1731	160	742	1496	778
Region4909	417	1015	82	449	761	427
Region4910	185	325	54	147	297	146
Region4911	167	593	48	210	440	254
Region4912	326	824	96	367	629	406
Region4913	343	1244	140	524	1375	499
Region4914	355	1117	112	305	918	515
Region4915	126	466	42	131	296	229
Region4916	755	1261	330	847	1882	545
Region4917	96	406	76	264	303	162
Region4918	398	775	194	481	1239	457
Region4919	1344	3223	733	1978	3856	1738
Region4920	247	343	113	265	401	217
Region4921	213	345	143	212	507	180
Region4922	259	367	65	192	387	162
Region4923	132	567	66	202	356	309
Region4924	496	1417	222	629	1136	682
Region4925	241	861	142	394	698	385
Region4926	149	688	75	379	722	329
Region4927	210	787	113	303	586	434
Region4928	236	662	107	270	512	357
Region4929	864	2272	230	665	1426	957
Region4930	389	1416	83	581	990	608
Region4931	186	429	46	112	312	247
Region4932	126	510	49	170	278	269
Region4933	1277	3535	312	1208	2506	1476
Region4934	1162	2197	318	939	2269	876
Region4935	403	915	98	419	742	353
Region4936	1001	3025	259	1014	1708	1332
Region4937	305	591	68	242	437	263
Region4938	358	762	89	443	791	341
Region4939	494	1504	124	698	1348	664
Region4940	240	849	58	330	562	371
Region4941	828	2355	268	867	2371	970
Region4942	1000	2814	241	966	1993	1206
Region4943	274	840	90	333	572	375
Region4944	148	495	45	252	304	229
Region4945	329	1018	96	274	577	379
Region4946	248	672	72	322	497	290
Region4947	331	984	84	475	658	410
Region4948	777	2606	227	1006	1601	1069
Region4949	214	1054	62	279	379	515
Region4950	373	432	148	334	501	252
Region4951	674	2592	325	866	2024	1358
Region4952	474	1529	213	589	1358	907
Region4953	260	1194	146	418	953	627
Region4954	174	690	103	443	1060	417
Region4955	263	2049	135	642	1469	1189
Region4956	135	1050	64	256	461	613
Region4957	146	351	62	106	236	204
Region4958	661	1318	202	550	850	698
Region4959	122	39	64	74	76	27
Region4960	582	359	272	306	601	163
Region4961	123	112	72	65	217	48
Region4962	256	106	110	77	158	69
Region4963	162	187	56	67	136	104
Region4964	89	557	33	211	454	300
Region4965	586	1684	199	582	1341	916
Region4966	91	561	20	185	465	269
Region4967	418	343	86	221	594	137
Region4968	34	71	6	277	626	32
Region4969	212	778	49	277	722	348
Region4970	897	2166	167	840	1810	910
Region4971	398	1158	99	314	742	527
Region4972	246	744	51	253	557	349
Region4973	390	1359	139	435	1162	639
Region4974	407	1128	233	544	1146	612
Region4975	769	1829	230	610	1479	880
Region4976	478	2421	189	692	1553	1246
Region4977	177	760	86	344	773	415
Region4978	1159	3953	541	3791	8179	2007
Region4979	260	1088	141	996	2111	561
Region4980	553	2286	247	911	2222	1109
Region4981	3869	5672	1542	3913	8860	2635
Region4982	201	825	73	324	615	379
Region4983	684	1931	183	629	1516	799
Region4984	311	703	86	309	778	326
Region4985	275	654	71	314	755	338
Region4986	936	1935	298	731	2235	868
Region4987	501	1258	172	496	1093	495
Region4988	369	943	98	284	798	378
Region4989	468	1707	146	579	992	725
Region4990	930	2138	219	725	1451	931
Region4991	1546	3956	432	1584	3343	1655
Region4992	156	409	60	289	347	207
Region4993	348	1095	77	306	678	463
Region4994	256	765	49	186	459	317
Region4995	798	1972	169	734	1476	970
Region4996	482	1536	117	488	1028	740
Region4997	377	1419	108	490	911	685
Region4998	346	876	84	294	696	438
Region4999	263	721	72	300	463	333
Region5000	264	1225	99	457	763	520
Region5001	297	904	97	315	597	422
Region5002	861	2456	237	798	1775	1022
Region5003	492	1220	209	571	1465	481
Region5004	580	926	152	444	836	417
Region5005	2057	3852	696	2047	4398	1713
Region5006	800	956	308	701	2305	523
Region5007	252	732	105	341	879	370
Region5008	535	1710	186	425	1308	725
Region5009	383	950	105	392	734	444
Region5010	336	900	146	596	1183	458
Region5011	976	2484	376	943	2774	1156
Region5012	349	1212	191	665	1662	586
Region5013	104	609	61	279	540	252
Region5014	140	628	37	183	389	361
Region5015	683	1361	217	634	1836	565
Region5016	1143	2228	379	1066	3097	1024
Region5017	580	1864	144	566	1147	831
Region5018	266	542	116	349	500	259
Region5019	497	809	131	311	875	359
Region5020	1095	2741	273	974	1695	1000
Region5021	404	1198	73	411	687	504
Region5022	239	652	52	201	559	309
Region5023	2661	5005	806	2003	5167	2217
Region5024	619	1336	172	1089	1592	618
Region5025	739	2125	188	744	1162	958
Region5026	762	2030	154	680	1240	881
Region5027	898	2546	302	892	2085	1007
Region5028	250	715	100	332	1032	323
Region5029	503	1546	182	729	1468	764
Region5030	195	621	85	388	615	269
Region5031	161	592	49	238	310	304
Region5032	395	830	125	403	820	380
Region5033	1006	1867	157	746	1523	808
Region5034	751	2179	200	691	1653	950
Region5035	183	276	74	260	350	112
Region5036	792	1737	272	733	2048	702
Region5037	207	643	55	248	455	274
Region5038	401	1081	112	544	836	435
Region5039	255	561	52	285	435	286
Region5040	439	763	82	372	788	397
Region5041	1890	4659	821	1589	3744	2224
Region5042	762	1821	334	782	1915	871
Region5043	161	764	53	290	552	351
Region5044	285	965	129	356	733	454
Region5045	511	1542	151	498	1188	622
Region5046	213	622	51	179	359	316
Region5047	278	708	106	392	731	338
Region5048	446	1463	140	477	1149	625
Region5049	334	1047	110	401	1055	438
Region5050	264	1265	115	330	874	549
Region5051	687	1753	203	705	1406	706
Region5052	590	1264	150	593	1208	466
Region5053	182	742	48	306	413	325
Region5054	464	736	233	529	1154	331
Region5055	493	1486	135	504	1208	665
Region5056	237	427	45	125	258	214
Region5057	626	992	176	339	792	521
Region5058	346	954	103	460	784	366
Region5059	232	707	65	347	341	304
Region5060	392	1306	105	333	587	633
Region5061	518	2102	120	672	922	959
Region5062	397	1065	54	350	525	463
Region5063	524	907	217	345	933	379
Region5064	361	1067	93	352	766	502
Region5065	472	571	104	184	514	264
Region5066	1277	2185	509	1412	3669	1047
Region5067	207	592	77	160	440	266
Region5068	521	1091	112	605	1058	473
Region5069	207	884	68	443	704	367
Region5070	414	889	153	355	1039	446
Region5071	403	1178	139	345	788	487
Region5072	304	798	152	304	715	329
Region5073	277	204	92	59	175	99
Region5074	262	257	99	58	156	101
Region5075	440	976	173	742	1261	428
Region5076	282	731	117	401	757	337
Region5077	486	1241	101	415	1015	555
Region5078	1695	4005	433	1527	2774	1650
Region5079	235	691	47	262	472	302
Region5080	795	1831	204	761	1758	800
Region5081	391	915	95	503	861	365
Region5082	656	1532	246	749	1500	764
Region5083	528	993	197	456	1068	437
Region5084	972	1576	258	744	1832	760
Region5085	397	1186	100	385	910	575
Region5086	1076	3644	294	1215	3036	1481
Region5087	254	891	76	275	421	414
Region5088	263	611	45	279	481	284
Region5089	440	1366	128	525	926	568
Region5090	828	2171	235	856	1495	945
Region5091	306	343	138	361	796	132
Region5092	932	1978	352	907	2134	930
Region5093	2711	4815	1000	2347	5321	2326
Region5094	3086	5415	1540	4736	8908	2578
Region5095	920	1937	293	967	2201	917
Region5096	53	210	10	424	702	97
Region5097	319	1181	112	433	985	498
Region5098	434	972	217	345	872	411
Region5099	5151	8581	2320	6475	13912	4475
Region5100	417	820	248	376	695	472
Region5101	2731	7089	1363	4785	11331	3370
Region5102	1140	3614	470	1642	2453	1715
Region5103	513	1497	134	626	1230	642
Region5104	366	965	111	502	796	423
Region5105	290	373	128	275	483	176
Region5106	297	948	106	603	873	450
Region5107	2699	5157	1166	2774	7622	2460
Region5108	113	401	42	158	211	203
Region5109	234	585	72	367	548	273
Region5110	347	1037	119	460	754	484
Region5111	295	566	101	292	616	266
Region5112	364	881	144	419	889	457
Region5113	363	1118	161	413	1073	489
Region5114	184	443	113	60	57	235
Region5115	345	2203	266	178	304	983
Region5116	81	683	48	71	105	289
Region5117	45	562	34	39	47	242
Region5118	70	590	54	57	70	300
Region5119	258	1158	156	197	238	483
Region5120	294	4065	191	331	285	1839
Region5121	43	518	25	42	70	253
Region5122	199	2152	234	165	255	1144
Region5123	103	962	138	126	258	539
Region5124	150	2435	142	226	296	1295
Region5125	617	1739	190	640	1695	725
Region5126	261	1002	157	451	1128	567
Region5127	521	1727	237	687	1589	772
Region5128	167	214	91	79	179	123
Region5129	293	1099	84	291	616	436
Region5130	335	1123	117	562	879	487
Region5131	1459	3903	369	1206	3449	1716
Region5132	309	986	91	353	651	408
Region5133	25	37	0	321	563	20
Region5134	473	3053	188	1273	1934	1339
Region5135	1638	4163	568	2389	4239	1904
Region5136	676	1569	186	563	1214	753
Region5137	214	722	104	222	457	294
Region5138	219	593	69	249	498	302
Region5139	142	515	35	225	347	244
Region5140	363	912	147	406	999	408
Region5141	306	693	82	399	665	315
Region5142	1842	5162	637	2468	4646	2260
Region5143	131	531	32	223	388	280
Region5144	137	659	48	220	373	337
Region5145	368	981	135	468	1059	434
Region5146	1826	4609	680	1639	4115	2173
Region5147	188	692	107	244	585	382
Region5148	1639	3922	560	1123	3472	1739
Region5149	238	886	66	304	551	425
Region5150	127	625	51	166	469	294
Region5151	167	418	43	128	286	191
Region5152	153	716	51	163	320	284
Region5153	353	737	104	381	781	359
Region5154	743	1741	159	787	1669	827
Region5155	801	2164	273	972	2021	958
Region5156	201	752	43	275	430	323
Region5157	139	506	55	193	257	209
Region5158	158	578	75	219	330	271
Region5159	243	864	67	289	505	386
Region5160	318	1064	96	358	994	468
Region5161	209	948	107	578	1072	415
Region5162	1496	7532	753	5804	14699	3612
Region5163	365	748	127	551	1227	338
Region5164	341	539	85	314	566	263
Region5165	474	1415	89	438	856	604
Region5166	399	931	116	315	693	457
Region5167	551	970	169	657	1132	412
Region5168	295	482	39	145	474	224
Region5169	1233	2056	311	1137	2111	768
Region5170	451	1069	117	385	1013	473
Region5171	1776	3245	489	1429	3526	1489
Region5172	556	1585	279	805	1964	880
Region5173	625	1445	269	775	2470	769
Region5174	276	972	80	304	967	482
Region5175	403	1575	155	592	1440	722
Region5176	609	1719	176	516	1274	851
Region5177	1410	4063	436	1539	3721	1785
Region5178	181	566	41	189	305	259
Region5179	309	857	144	302	896	397
Region5180	2311	5415	813	2391	5342	2475
Region5181	400	1029	131	715	875	461
Region5182	207	530	65	306	586	255
Region5183	905	2781	225	686	1196	1052
Region5184	559	1022	90	583	923	398
Region5185	515	1199	211	579	1553	540
Region5186	866	1981	188	794	1858	916
Region5187	372	1539	99	519	972	696
Region5188	467	1579	118	480	1001	689
Region5189	140	470	44	235	476	216
Region5190	209	520	87	204	466	241
Region5191	263	733	116	326	784	354
Region5192	1276	2458	356	1151	2519	1042
Region5193	259	841	64	313	625	359
Region5194	324	593	120	493	973	285
Region5195	907	2107	281	989	2020	802
Region5196	203	730	60	276	466	312
Region5197	304	947	65	335	522	452
Region5198	154	266	83	116	170	123
Region5199	177	438	74	161	268	228
Region5200	1627	3064	461	1519	3252	1419
Region5201	1340	3782	353	1188	2290	1515
Region5202	110	332	94	339	697	166
Region5203	1523	4170	547	1252	3645	1664
Region5204	894	1940	263	1003	1797	890
Region5205	403	871	102	393	777	404
Region5206	567	936	200	659	1169	382
Region5207	227	674	112	310	774	261
Region5208	187	219	62	91	250	87
Region5209	323	994	95	833	1236	512
Region5210	287	902	91	395	629	405
Region5211	1074	3119	294	850	1868	1420
Region5212	1235	2668	320	1153	2574	1099
Region5213	348	805	63	434	638	320
Region5214	442	1046	84	435	990	438
Region5215	334	241	85	159	247	102
Region5216	1182	2927	240	965	1757	1235
Region5217	702	2417	165	788	1308	996
Region5218	1314	2666	354	1252	2858	1196
Region5219	130	716	35	334	674	312
Region5220	88	445	31	173	453	248
Region5221	101	651	20	336	881	364
Region5222	489	1306	156	483	1089	633
Region5223	516	1354	188	675	1347	668
Region5224	268	957	124	490	1115	418
Region5225	325	965	75	636	1593	390
Region5226	347	1042	133	379	832	532
Region5227	220	640	63	209	346	306
Region5228	287	1122	66	354	493	439
Region5229	335	792	153	344	877	399
Region5230	1130	2956	436	1123	3077	1264
Region5231	529	1701	176	504	1091	730
Region5232	306	993	72	280	677	446
Region5233	367	1450	78	294	637	529
