Toll10b_2	Toll9_2	Toll10b_1	Gd7_2	Gd7_1	Toll9_1
Region2046	274	549	92	251	545	292
Region2047	333	758	102	391	784	412
Region2048	322	1133	91	268	535	538
Region2049	227	642	72	472	1060	305
Region2050	1255	714	495	310	561	410
Region2051	447	251	204	159	219	131
Region2052	1903	4940	432	1313	3122	2203
Region2053	1577	4305	316	1405	2614	1922
Region2054	283	787	68	323	426	370
Region2055	355	1032	72	339	619	459
Region2056	327	752	66	173	354	341
Region2057	302	730	72	339	454	334
Region2058	266	684	137	240	445	323
Region2059	193	556	133	404	611	328
Region2060	257	435	162	177	246	219
Region2061	304	1414	112	489	989	644
Region2062	1988	4859	497	1469	3830	1969
Region2063	328	1118	93	369	724	515
Region2064	210	726	54	260	446	309
Region2065	584	2109	119	646	1373	958
Region2066	580	1451	158	566	1077	615
Region2067	659	1697	218	566	1142	743
Region2068	597	2061	189	1123	1825	1039
Region2069	303	1295	103	383	586	553
Region2070	271	700	104	657	981	366
Region2071	195	348	91	241	580	172
Region2072	1734	6864	726	2749	4049	3214
Region2073	3690	8583	1410	5679	10743	4565
Region2074	949	2531	362	887	1801	1168
Region2075	446	881	96	279	390	350
Region2076	219	2207	44	675	1422	1048
Region2077	933	2633	292	874	1909	1114
Region2078	1718	1937	697	743	1550	983
Region2079	1783	2612	578	1147	2016	1278
Region2080	2242	4489	796	1388	3111	1939
Region2081	180	755	49	276	377	339
Region2082	377	1447	182	574	1124	599
Region2083	350	1112	98	444	918	459
Region2084	432	1176	92	470	913	544
Region2085	427	1271	102	496	850	554
Region2086	286	987	57	463	855	434
Region2087	298	438	47	140	164	167
Region2088	399	1373	107	429	867	662
Region2089	842	2104	227	743	1868	911
Region2090	1805	3261	808	2171	3382	1542
Region2091	2355	6119	685	2106	4467	2499
Region2092	671	147	223	87	170	51
Region2093	4231	1021	1393	449	440	449
Region2094	1142	294	618	170	184	124
Region2095	207	56	72	49	59	22
Region2096	433	131	160	79	80	73
Region2097	564	1481	131	663	955	661
Region2098	339	796	129	420	781	383
Region2099	1601	3347	596	2058	3813	1368
Region2100	2066	3631	469	4210	6058	1462
Region2101	614	416	158	403	575	168
Region2102	112	99	71	34	75	45
Region2103	1568	3176	566	1290	2385	1408
Region2104	470	1417	128	530	851	613
Region2105	1173	4247	277	1505	2848	1625
Region2106	344	943	104	525	975	388
Region2107	178	733	56	242	468	348
Region2108	109	546	43	164	300	267
Region2109	187	563	33	151	271	208
Region2110	1388	4107	318	989	2294	1628
Region2111	600	1071	242	868	1107	436
Region2112	443	621	177	555	800	262
Region2113	734	1481	170	1349	2066	600
Region2114	933	2709	256	1600	2581	1115
Region2115	611	2101	209	714	1650	983
Region2116	1316	2858	538	1462	2881	1197
Region2117	644	1498	143	688	1094	562
Region2118	295	830	60	289	375	361
Region2119	212	539	58	176	295	223
Region2120	82	428	14	87	111	284
Region2121	396	1699	264	502	685	1000
Region2122	860	3685	418	1098	1953	2150
Region2123	995	3602	523	1252	2575	1921
Region2124	240	1766	97	339	661	924
Region2125	266	841	94	332	545	369
Region2126	604	1108	362	425	815	492
Region2127	3489	7671	1504	2692	4382	3419
Region2128	1613	4049	838	1259	2921	1689
Region2129	332	954	63	380	557	419
Region2130	688	2289	223	654	1518	1045
Region2131	1022	3453	282	954	1935	1271
Region2132	1635	2571	314	1194	2203	1027
Region2133	715	948	133	524	853	419
Region2134	112	604	46	155	247	305
Region2135	1163	4060	242	1074	2259	1560
Region2136	352	1525	97	397	783	722
Region2137	151	709	62	269	539	321
Region2138	180	679	55	234	415	314
Region2139	1138	2965	347	989	2077	1242
Region2140	786	2301	196	924	1532	981
Region2141	346	1078	101	428	542	437
Region2142	1352	3337	268	1022	2725	1493
Region2143	623	2140	179	860	1599	921
Region2144	318	1235	98	471	946	486
Region2145	1044	2978	234	1021	1922	1377
Region2146	196	790	56	233	443	365
Region2147	293	1269	69	428	818	468
Region2148	652	1878	194	793	1437	742
Region2149	590	1287	266	531	823	547
Region2150	240	493	81	165	602	238
Region2151	217	593	95	408	659	305
Region2152	649	2119	221	875	1685	923
Region2153	305	940	100	220	513	394
Region2154	2398	5667	561	2145	5370	2363
Region2155	471	1282	165	556	1236	496
Region2156	651	2213	167	548	1132	945
Region2157	762	2074	149	797	1551	935
Region2158	323	677	89	323	623	295
Region2159	848	2052	218	707	1984	826
Region2160	1032	3705	406	1491	3672	1894
Region2161	1189	1065	406	340	646	510
Region2162	960	2514	233	1060	2326	1059
Region2163	1493	3582	309	1520	3244	1489
Region2164	357	784	79	337	889	366
Region2165	474	1617	114	709	1062	703
Region2166	1282	3133	301	1449	3317	1359
Region2167	1271	3020	347	1314	2804	1273
Region2168	2604	6315	760	2342	6898	2620
Region2169	413	764	116	544	1318	331
Region2170	210	742	52	183	577	372
Region2171	1451	3498	573	1762	4180	1503
Region2172	441	849	112	492	1256	421
Region2173	668	1536	269	862	1932	674
Region2174	360	792	155	446	1169	342
Region2175	2300	4741	766	2477	6274	1960
Region2176	234	887	51	342	665	425
Region2177	441	1206	146	522	1229	508
Region2178	1307	3336	317	1111	2666	1325
Region2179	679	2124	208	699	2030	829
Region2180	1203	3072	240	1107	2660	1353
Region2181	268	1167	81	359	589	538
Region2182	282	937	72	207	373	399
Region2183	196	660	62	253	419	297
Region2184	593	1621	159	595	1267	632
Region2185	1036	2125	405	938	1395	972
Region2186	3121	5448	1062	3132	7180	2288
Region2187	777	853	206	1151	1836	271
Region2188	338	373	74	420	557	139
Region2189	154	431	53	225	296	234
Region2190	277	253	119	222	360	155
Region2191	205	858	39	166	310	346
Region2192	1438	4483	380	1617	3296	1755
Region2193	239	711	62	258	375	313
Region2194	190	1348	46	322	628	639
Region2195	538	3407	161	1061	2345	1545
Region2196	621	2103	165	732	1413	896
Region2197	315	1107	75	343	893	529
Region2198	367	1296	126	429	1005	522
Region2199	226	774	74	327	529	353
Region2200	176	900	37	282	455	323
Region2201	1010	3347	163	708	1362	1278
Region2202	89	590	26	104	199	264
Region2203	75	501	21	120	224	270
Region2204	422	1342	95	410	739	655
Region2205	261	792	65	290	350	355
Region2206	242	610	47	232	291	289
Region2207	563	2016	129	591	980	909
Region2208	146	542	53	168	416	273
Region2209	6110	13104	1562	8377	16594	5342
Region2210	894	2567	300	1097	2112	1064
Region2211	723	2322	149	778	1120	1027
Region2212	550	1585	128	793	1409	638
Region2213	156	687	50	182	299	300
Region2214	149	610	49	206	352	323
Region2215	228	996	46	286	417	422
Region2216	415	955	78	367	693	452
Region2217	268	1364	57	408	600	617
Region2218	514	1739	86	614	1111	737
Region2219	1133	2828	302	1129	2547	1351
Region2220	432	2109	119	767	1483	1040
Region2221	64	464	15	235	403	234
Region2222	704	1580	248	767	1695	726
Region2223	137	532	30	210	332	246
Region2224	622	1975	165	616	1306	858
Region2225	280	1049	65	371	551	471
Region2226	471	1078	164	698	1344	535
Region2227	1266	2940	373	1404	2716	1311
Region2228	234	804	59	727	1028	458
Region2229	137	632	59	374	504	316
Region2230	2607	6466	850	3166	7036	2924
Region2231	87	208	13	537	1120	99
Region2232	128	280	13	620	1326	139
Region2233	126	641	47	145	315	425
Region2234	109	120	50	28	132	56
Region2235	409	1108	193	272	600	630
Region2236	477	1209	192	248	617	620
Region2237	49	353	24	77	208	216
Region2238	377	979	173	375	826	524
Region2239	246	556	112	273	510	320
Region2240	243	703	35	263	634	370
Region2241	128	623	65	399	1142	345
Region2242	114	892	55	367	1019	456
Region2243	80	1693	25	375	901	755
Region2244	471	826	194	541	1306	476
Region2245	254	913	112	195	517	462
Region2246	376	1066	106	243	669	588
Region2247	372	960	180	383	593	569
Region2248	363	536	126	257	467	274
Region2249	509	934	200	332	751	458
Region2250	279	889	96	383	660	402
Region2251	248	1017	70	292	459	422
Region2252	1186	3292	276	1075	2241	1456
Region2253	963	2829	274	851	2295	1182
Region2254	686	1601	194	1017	1803	700
Region2255	427	1019	143	555	1082	485
Region2256	337	652	75	307	665	318
Region2257	796	1200	233	517	1279	446
Region2258	706	2416	199	874	1490	1126
Region2259	239	482	37	281	490	251
Region2260	1777	5534	736	2236	4603	2714
Region2261	1303	3884	506	1235	3007	1638
Region2262	385	563	80	261	796	274
Region2263	1427	3489	396	1292	3544	1534
Region2264	3064	7256	875	3510	7322	2946
Region2265	251	635	74	360	773	397
Region2266	331	873	156	429	969	510
Region2267	691	2147	271	1355	2066	929
Region2268	1457	5747	825	3867	8496	3152
Region2269	319	847	116	438	822	509
Region2270	557	1875	258	1002	1843	909
Region2271	993	1457	475	768	1699	694
Region2272	401	435	178	288	483	198
Region2273	512	1108	149	551	981	515
Region2274	407	1051	100	419	753	451
Region2275	1312	3326	384	1508	3999	1554
Region2276	1043	2942	209	1134	2277	1104
Region2277	342	180	125	103	200	71
Region2278	1054	2762	432	994	2401	1359
Region2279	1123	2390	351	1459	3017	1004
Region2280	1023	2761	369	1099	2692	1248
Region2281	572	1267	155	755	1595	486
Region2282	321	1297	148	357	579	790
Region2283	232	326	119	131	352	182
Region2284	377	738	120	164	321	470
Region2285	397	1030	116	228	407	564
Region2286	209	612	85	281	410	356
Region2287	673	978	315	811	1639	571
Region2288	662	1261	238	1090	2365	692
Region2289	104	580	42	218	308	309
Region2290	2093	5216	447	2270	4087	2148
Region2291	657	2000	178	833	1926	943
Region2292	751	2418	225	900	1754	987
Region2293	96	357	48	207	295	176
Region2294	159	738	46	293	443	345
Region2295	166	682	50	180	349	293
Region2296	818	2302	291	1393	1951	1065
Region2297	412	1562	148	454	933	717
Region2298	162	522	118	588	1029	311
Region2299	101	918	46	735	1370	509
Region2300	264	1599	97	1260	2107	879
Region2301	147	846	54	502	630	478
Region2302	1000	940	432	770	1153	446
Region2303	6926	5316	2201	5797	9761	2558
Region2304	225	191	103	150	290	124
Region2305	620	1500	244	1011	1573	847
Region2306	200	522	96	510	627	328
Region2307	2113	5586	452	1660	4421	2256
Region2308	388	1130	66	391	806	463
Region2309	1011	2737	206	1038	1893	1218
Region2310	390	1609	59	355	576	698
Region2311	1072	4247	328	1515	3370	1761
Region2312	1102	3264	296	1214	2671	1435
Region2313	249	348	122	191	340	208
Region2314	347	452	177	276	579	260
Region2315	200	816	64	201	502	377
Region2316	146	759	57	167	473	330
Region2317	1285	4145	291	1414	2675	1535
Region2318	313	770	79	316	475	387
Region2319	489	1422	86	430	837	582
Region2320	770	2852	186	718	1597	1265
Region2321	382	1000	130	413	850	464
Region2322	404	1569	104	650	1032	633
Region2323	198	732	51	192	405	385
Region2324	327	767	87	372	548	380
Region2325	1332	3088	377	906	2162	1350
Region2326	869	3263	272	1508	3141	1415
Region2327	560	1187	159	667	1234	511
Region2328	297	684	97	332	647	326
Region2329	1848	3300	525	1862	4096	1509
Region2330	1280	3035	565	1727	3606	1366
Region2331	696	1716	237	718	1670	702
Region2332	281	978	70	339	853	366
Region2333	965	3367	265	1225	2279	1389
Region2334	617	1318	280	1197	2201	671
Region2335	640	1113	272	608	1487	532
Region2336	728	2623	180	753	1467	1205
Region2337	3258	8453	1038	3637	8957	3605
Region2338	1659	3715	564	1398	3981	1497
Region2339	352	920	119	561	916	416
Region2340	823	2706	257	1136	1831	1158
Region2341	993	3377	358	1436	2898	1399
Region2342	1854	3437	355	2153	3484	1374
Region2343	455	1361	94	644	1075	515
Region2344	601	1808	149	906	1370	806
Region2345	471	1797	128	607	1199	832
Region2346	732	2171	250	590	1206	932
Region2347	796	2309	251	925	2085	1075
Region2348	101	939	42	292	677	509
Region2349	449	2571	154	852	1261	1099
Region2350	152	790	29	555	669	330
Region2351	1514	4209	424	1485	2977	1786
Region2352	993	2619	237	1102	1985	1143
Region2353	907	3486	283	1188	2760	1540
Region2354	205	1075	64	704	1271	452
Region2355	373	1072	75	325	672	534
Region2356	1562	5876	486	2623	4754	2412
Region2357	1184	4070	281	1650	2789	1709
Region2358	390	1748	123	368	657	702
Region2359	249	304	89	232	577	171
Region2360	233	583	121	207	507	366
Region2361	272	943	57	282	473	356
Region2362	745	3027	218	640	1332	1257
Region2363	230	809	50	253	502	368
Region2364	159	644	22	134	438	275
Region2365	357	1312	76	418	620	531
Region2366	536	2100	163	735	1189	883
Region2367	215	1140	57	303	511	489
Region2368	615	2542	148	789	1731	1087
Region2369	547	1607	162	607	1204	719
Region2370	182	677	57	184	338	294
Region2371	97	762	26	204	503	372
Region2372	864	2095	366	1476	3372	1082
Region2373	1183	3868	498	1757	3156	1706
Region2374	293	1113	100	260	704	527
Region2375	484	1720	212	844	1709	758
Region2376	231	930	57	314	590	383
Region2377	211	91	66	92	189	39
Region2378	885	329	252	232	515	175
Region2379	392	138	97	120	297	60
Region2380	623	183	172	228	457	90
Region2381	642	204	266	273	476	128
Region2382	395	976	156	415	847	467
Region2383	337	640	154	422	922	332
Region2384	1481	3244	369	1448	3621	1403
Region2385	344	1017	86	336	792	477
Region2386	179	480	18	90	297	243
Region2387	1533	3743	446	1581	3296	1568
Region2388	1450	2955	498	1358	3526	1290
Region2389	168	848	44	188	374	328
Region2390	314	1263	64	352	573	578
Region2391	1404	4086	307	1419	3711	1707
Region2392	438	957	69	519	1199	405
Region2393	1422	3405	333	1494	3104	1383
Region2394	357	1393	74	395	653	555
Region2395	217	980	91	284	510	536
Region2396	782	3072	438	971	1736	1641
Region2397	350	824	166	487	1111	435
Region2398	155	1395	78	301	494	793
Region2399	182	550	36	293	574	289
Region2400	710	3546	226	2526	4537	1569
Region2401	298	1505	91	744	1316	650
Region2402	527	1177	139	351	1030	551
Region2403	332	1326	87	497	869	569
Region2404	254	1037	70	326	516	424
Region2405	260	879	51	356	516	368
Region2406	419	1018	118	415	661	437
Region2407	930	2113	404	1400	3136	1151
Region2408	380	1905	189	684	1111	863
Region2409	1678	4954	540	1808	5110	2233
Region2410	407	2040	141	2087	3952	1032
Region2411	201	810	97	210	561	391
Region2412	544	1434	141	544	925	556
Region2413	479	957	89	426	926	408
Region2414	1651	4429	519	1382	4080	1952
Region2415	370	1188	103	540	1044	528
Region2416	350	1010	128	401	765	467
Region2417	939	3494	280	1217	2577	1454
Region2418	339	959	84	291	626	501
Region2419	196	1429	90	533	1439	662
Region2420	368	1267	110	504	1217	492
Region2421	2831	2631	884	2675	7217	1106
Region2422	522	1412	172	678	1335	564
Region2423	627	1954	226	821	1735	771
Region2424	270	852	56	216	486	366
Region2425	1952	5053	608	1741	4458	2218
Region2426	2389	4955	670	1995	4632	2075
Region2427	341	1019	73	336	757	425
Region2428	561	1777	202	681	1504	805
Region2429	143	670	47	331	865	299
Region2430	1092	3776	297	1278	2809	1677
Region2431	340	1332	99	438	923	583
Region2432	259	794	76	193	479	416
Region2433	1208	3566	353	1259	2448	1505
Region2434	148	496	38	194	382	236
Region2435	480	587	201	204	476	237
Region2436	219	564	141	328	556	298
Region2437	300	974	160	503	883	544
Region2438	217	951	70	253	475	400
Region2439	191	602	30	173	337	264
Region2440	130	517	45	155	430	227
Region2441	374	1465	122	512	1197	632
Region2442	361	1279	113	430	985	617
Region2443	258	986	48	223	545	439
Region2444	148	520	45	233	430	245
Region2445	1002	2507	259	886	2254	1012
Region2446	501	1156	114	639	1446	468
Region2447	553	1570	120	569	1282	614
Region2448	191	742	40	179	401	326
Region2449	116	676	25	121	189	307
Region2450	151	487	36	212	418	202
Region2451	182	827	57	277	531	330
Region2452	265	979	90	362	743	437
Region2453	1274	3855	383	1497	2830	1555
Region2454	1629	3497	614	3141	6137	1397
Region2455	1738	3347	386	1418	3496	1403
Region2456	1473	3999	495	1515	3843	1645
Region2457	382	1213	139	482	1007	567
Region2458	529	1208	163	533	887	541
Region2459	1097	3475	334	1511	2409	1380
Region2460	490	1308	133	662	1162	558
Region2461	391	1278	107	330	718	516
Region2462	137	696	38	194	292	379
Region2463	395	1344	200	852	1523	867
Region2464	504	801	84	509	957	375
Region2465	534	1824	175	554	1114	848
Region2466	450	2116	220	491	989	1013
Region2467	1757	5295	697	2032	4457	2453
Region2468	336	926	70	418	761	428
Region2469	262	702	73	379	571	345
Region2470	1353	3013	301	1240	2622	1318
Region2471	307	1557	63	385	746	647
Region2472	3891	7016	1001	4188	8630	2839
Region2473	420	1361	84	476	956	568
Region2474	982	3408	215	1179	2648	1370
Region2475	455	1764	112	352	650	669
Region2476	324	893	81	356	720	422
Region2477	320	1091	95	393	701	447
Region2478	140	510	50	243	420	257
Region2479	227	594	62	331	543	295
Region2480	316	835	130	253	590	368
Region2481	318	746	88	317	852	304
Region2482	571	1274	170	372	997	553
Region2483	502	2641	202	1297	2580	1458
Region2484	517	1429	240	1383	2005	718
Region2485	604	1027	239	283	673	488
Region2486	1066	493	575	272	422	250
Region2487	715	247	291	117	161	140
Region2488	256	874	98	312	730	446
Region2489	1117	2792	361	859	2259	1368
Region2490	163	1014	50	452	751	409
Region2491	196	763	61	659	1254	299
Region2492	740	2332	159	683	1260	963
Region2493	664	1991	197	1710	2809	714
Region2494	713	2685	193	1336	2965	1001
Region2495	658	2075	160	945	1667	878
Region2496	443	1717	99	616	1073	783
Region2497	269	1131	53	231	592	471
Region2498	204	936	56	280	455	430
Region2499	186	604	54	402	909	309
Region2500	438	1400	105	523	1056	572
Region2501	239	561	49	345	640	242
Region2502	1015	2952	240	921	1985	1281
Region2503	370	1165	50	251	673	515
Region2504	156	714	38	272	372	321
Region2505	469	1448	112	534	985	697
Region2506	553	1316	121	652	1332	561
Region2507	646	2097	155	616	1158	855
Region2508	2283	3282	823	4327	8859	1382
Region2509	544	1526	158	584	1247	677
Region2510	284	974	83	326	667	454
Region2511	87	609	35	179	279	286
Region2512	94	624	43	235	454	317
Region2513	260	979	58	255	594	398
Region2514	1468	2350	416	1585	3971	891
Region2515	377	1291	124	580	1028	550
Region2516	1816	4188	661	1976	3561	1712
Region2517	3530	7898	1259	3207	5847	3287
Region2518	244	624	76	289	534	311
Region2519	135	570	32	234	314	242
Region2520	277	1192	87	390	934	515
Region2521	452	1485	114	512	1022	665
Region2522	1678	5139	426	3357	5542	2055
Region2523	1906	4476	607	2679	4076	1922
Region2524	615	2021	215	522	1435	834
Region2525	290	998	154	154	152	297
Region2526	661	1675	212	521	829	727
Region2527	350	1275	104	338	761	548
Region2528	267	996	65	256	489	423
Region2529	621	1845	236	767	1127	814
Region2530	252	559	83	181	454	227
Region2531	1244	4232	333	1128	1892	1733
Region2532	445	1265	201	427	842	763
Region2533	348	408	147	84	157	251
Region2534	193	1143	89	186	510	504
Region2535	791	2606	214	684	1433	1162
Region2536	815	2534	189	740	1930	1096
Region2537	1228	3445	322	1276	3065	1396
Region2538	644	1790	112	685	921	697
Region2539	282	610	55	308	437	300
Region2540	237	865	62	268	372	456
